id,0,1,2,3,4,5,6,7,8,9
3061,1.632144203792913,-0.26612554063351784,0.7944269925819563,0.030877822608560875,0.6290756317764679,2.037755455042726,-1.8591383664333367,1.311827489356921,1.0826790493171854,0.16653191206204243
2019,1.6320448792225215,-0.25648911054309337,0.9632504340736365,1.2521725392090526,1.2381643541772407,-0.7544689706269494,0.847625675656597,-0.823179548065787,-0.029735065705541627,2.2098793399140018
10834,1.63174690515761,0.11714530462959405,-0.43826691808866675,-0.9234525949892304,-1.2499880500483536,-0.0938722316901753,1.8011303007626018,0.11100446898495002,-2.1871060350526808,1.7947514971983352
6827,1.6295617587438425,-1.026222382782495,-0.842588470975423,-0.9545239250475931,0.8423517417783989,-0.6743839620158425,-0.7081168316792742,-0.7567368699657337,-0.06277401745938853,0.16878776926430208
3583,1.6294624332320033,-1.4140555885822734,-0.0637764707268728,-1.74177795295178,-0.2836752675924038,-1.087406687735368,0.23711538094419307,0.3139776602053803,0.013215270392210725,-0.12308714420318101
1559,1.6289658116869188,-0.255132055574429,0.845825591682293,1.343887042203238,1.1171037741193817,-0.7794010092788715,0.6019841465642721,-0.896641895344256,-0.22301126143870778,1.8680597982946658
12658,1.6284691885034748,0.12478148047607404,-0.46185991236813434,2.070329564783064,-0.8675609043046708,0.4783600405446621,-0.23019440047848203,0.9765118279749049,1.4990700529820653,0.9342499304198032
10419,1.6283698627502032,-0.2660102938019577,1.7191946605012907,-0.8343765192333628,-0.28430684630977987,0.4383830718415462,-0.5516460887671598,0.7517003010295626,-0.7051395197177963,-1.380796386527067
10282,1.6282705367905062,-1.0323394156083932,1.701370828205362,-0.7871343403564515,-0.22222434617513903,0.40635579477080175,-0.512474515826306,0.7440810079541994,-0.6862810503547051,-1.409956980960254
962,1.628171212155055,-1.0288535740744198,-1.0240052620030544,-0.8522760111503508,0.5641535087724381,0.46409499835769596,-1.1550367796180376,0.5898734863181653,1.513535029580218,1.3993067063302824
390,1.627376616068209,0.12866883671641954,1.5979283610621136,0.21178719591632958,0.9519766849739997,0.5348627957432647,2.7507300835914643,1.2176701550085816,1.0126821483518074,-3.002283041628388
6346,1.6270786446359518,2.0395296763132813,-0.6211615402510121,0.08897248044731551,-1.3699999215807686,-1.4933339154652852,1.411624261502391,1.7955365194506947,-0.5877406259785285,-0.15146813318554983
5351,1.6267806665492157,-0.26449533662402147,-0.03705515756065027,-1.812520130740367,-0.3767312965916617,-1.0393487433330442,0.17840275295679547,0.3254067943758044,-0.015026762572955349,-0.07933463734867957
2316,1.6266813408101515,-1.0280765025721064,0.8857627840827821,0.09194257989213389,0.8954964783905163,0.8717256103260421,-1.5683142954472358,-0.09876848741800608,-0.7620599906959765,-1.306924924357688
4950,1.6265820178177286,0.12068098448963624,-0.9972783773261535,-0.9230649256334783,0.4710713417651159,0.5121463702422014,-1.2137666723655538,0.6013025453962202,1.4852753691808867,1.4430547301232848
1994,1.626482690739059,-1.4108347708198496,0.6700510933621675,0.18607223478426552,0.7388597281781131,0.27319754410285485,-0.11670168588391579,-2.0872441637774424,-0.6868479031709935,1.7371193076772802
12672,1.626383367571866,-0.26493449365251104,1.1638053079132193,-0.9303787638268184,-0.8689011239930626,-0.591405196743032,-0.05850585287247259,-0.9783301805815214,0.5241885622292647,-0.25424550000134344
12411,1.6262840419558895,-1.0212184236151434,0.45153261215361656,1.2927819748252343,0.7429011763350382,-1.1903467763899054,-0.4279383468737836,-0.4179510203115222,0.9501591274105791,-0.26744066647201137
2518,1.6261847189987386,0.12828109850228178,0.4782670943450823,1.2219293284859072,0.6497833665894529,-1.1423043670297195,-0.4866917824759803,-0.40652206363211013,0.9218754296010447,-0.22369875594467697
